gmt_trans_date,geo_region,purchase,cancel
3/14/2020,ms,265,202
3/14/2020,mt,124,251
3/14/2020,nd,78,146
3/14/2020,nv,958,1029
3/14/2020,ny,2744,3262
3/14/2020,ok,639,472
3/14/2020,ri,134,163
3/14/2020,tn,1209,929
3/14/2020,tx,8749,5136
3/14/2020,va,1641,1421
3/14/2020,wi,755,1316
3/15/2020,?,1,0
3/15/2020,co,1604,2005
3/15/2020,ct,339,475
3/15/2020,de,89,81
3/15/2020,in,757,788
3/15/2020,ks,262,279
3/15/2020,ky,272,321
3/15/2020,ma,716,1216
3/15/2020,md,1113,1135
3/15/2020,nh,124,206
3/15/2020,nj,1798,1456
3/15/2020,ny,2159,3114
3/15/2020,or,856,968
3/15/2020,sd,88,104
3/15/2020,tx,6970,4063
3/15/2020,vt,54,107
3/15/2020,wa,1257,1485
3/15/2020,wv,82,89
3/16/2020,al,107,123
3/16/2020,ct,54,128
3/16/2020,de,14,27
3/16/2020,fl,1241,929
3/16/2020,ky,74,94
3/16/2020,ma,168,302
3/16/2020,nc,319,291
3/16/2020,pa,332,350
3/16/2020,wi,166,347
1/1/2020,ar,230,44
1/1/2020,ma,1312,240
1/1/2020,me,181,36
1/1/2020,mn,1063,164
1/1/2020,ms,238,57
1/1/2020,nm,314,51
1/1/2020,pa,1825,341
1/2/2020,al,737,142
1/2/2020,ca,19022,3418
1/2/2020,dc,907,162
1/2/2020,ia,743,115
1/2/2020,id,396,62
1/2/2020,il,4098,801
1/2/2020,mo,2061,304
1/2/2020,ne,494,86
1/2/2020,sd,181,30
1/2/2020,va,2285,405
1/2/2020,wy,234,22
1/3/2020,ak,169,27
1/3/2020,fl,8788,1406
1/3/2020,il,4812,735
1/3/2020,mi,2243,471
1/3/2020,ms,435,82
1/3/2020,mt,280,42
1/3/2020,nd,239,46
1/3/2020,nm,572,84
1/3/2020,oh,2293,412
1/3/2020,ri,272,57
1/3/2020,sd,182,17
1/3/2020,ut,1569,205
1/4/2020,?,1,1
1/4/2020,az,2284,397
1/4/2020,de,155,29
1/4/2020,ks,383,82
1/4/2020,la,753,152
1/4/2020,mi,1928,342
1/4/2020,mn,1349,227
1/4/2020,ms,292,69
1/4/2020,mt,206,34
1/4/2020,nc,2064,333
1/4/2020,oh,1873,345
1/4/2020,or,1090,183
1/4/2020,sc,737,132
1/4/2020,ut,1159,156
1/5/2020,co,2277,309
1/5/2020,ct,658,105
1/5/2020,hi,319,77
1/5/2020,ma,1698,281
1/5/2020,md,1724,282
1/5/2020,me,207,29
1/5/2020,mo,1105,154
1/5/2020,ne,346,48
1/5/2020,pa,2377,365
1/5/2020,tn,1273,169
1/5/2020,wv,137,16
1/5/2020,wy,180,31
1/6/2020,ca,18795,3127
1/6/2020,de,195,35
1/6/2020,ga,4157,568
1/6/2020,il,4718,714
1/6/2020,in,1073,191
1/6/2020,ma,2097,361
1/6/2020,me,238,48
1/6/2020,ri,251,50
1/6/2020,tx,10314,1465
1/6/2020,wa,2712,450
1/6/2020,wy,228,50
1/7/2020,?,3,0
1/7/2020,dc,740,138
1/7/2020,ga,4074,524
1/7/2020,hi,394,92
1/7/2020,id,426,83
1/7/2020,mi,2379,396
1/7/2020,nc,2462,303
1/7/2020,ne,518,70
1/7/2020,nh,309,53
1/7/2020,ny,5728,1111
1/7/2020,oh,2213,408
1/7/2020,or,1351,265
1/7/2020,sc,917,163
1/7/2020,ut,1389,193
1/7/2020,vt,212,34
1/7/2020,wa,2969,476
1/8/2020,al,780,146
1/8/2020,ct,828,165
1/8/2020,id,410,73
1/8/2020,il,4668,859
1/8/2020,mi,2371,434
1/8/2020,mo,1324,265
1/8/2020,nd,217,35
1/8/2020,ne,512,85
1/8/2020,nh,300,44
1/8/2020,nm,499,86
1/8/2020,ok,543,100
1/8/2020,ri,239,48
1/8/2020,sc,891,171
1/8/2020,tx,10214,1682
1/8/2020,vt,216,30
1/8/2020,wa,3013,525
1/8/2020,wv,155,36
1/9/2020,az,2744,478
1/9/2020,de,194,33
1/9/2020,ga,4073,699
1/9/2020,la,843,183
1/9/2020,mi,2464,479
1/9/2020,nd,202,35
1/9/2020,ne,527,92
1/9/2020,nj,3603,619
1/9/2020,nm,560,109
1/9/2020,oh,2273,374
1/9/2020,ut,1395,226
1/9/2020,va,2412,395
1/9/2020,wy,242,46
1/10/2020,ar,398,79
1/10/2020,dc,732,118
1/10/2020,hi,448,90
1/10/2020,ia,751,161
1/10/2020,il,4906,878
1/10/2020,mi,2376,485
1/10/2020,mn,1647,278
1/10/2020,nd,194,37
1/10/2020,ne,535,82
1/10/2020,nv,1901,273
1/10/2020,or,1296,233
1/10/2020,tn,1460,249
1/10/2020,vt,242,50
1/11/2020,ar,320,43
1/11/2020,ct,633,102
1/11/2020,id,334,48
1/11/2020,mi,2268,406
1/11/2020,mt,205,26
1/11/2020,ne,415,62
1/11/2020,nh,273,41
1/11/2020,nj,2890,408
1/11/2020,ok,608,75
1/11/2020,or,1081,183
1/11/2020,sd,141,19
1/11/2020,tn,1334,189
1/11/2020,tx,9106,1281
1/11/2020,wa,2255,428
1/12/2020,ar,304,37
1/12/2020,de,161,28
1/12/2020,ga,4036,483
1/12/2020,il,3629,565
1/12/2020,la,667,115
1/12/2020,mo,1228,179
1/12/2020,nd,152,27
1/12/2020,nm,348,74
1/12/2020,pa,2353,329
1/12/2020,ri,205,33
1/12/2020,tn,1196,215
1/12/2020,tx,7761,1157
1/12/2020,ut,1080,161
1/12/2020,vt,206,41
1/13/2020,?,4,1
1/13/2020,ca,20079,3640
1/13/2020,fl,8065,1339
1/13/2020,hi,407,91
1/13/2020,in,1109,212
1/13/2020,mo,1553,297
1/13/2020,ms,351,88
1/13/2020,ne,510,78
1/13/2020,nh,337,62
1/13/2020,nj,3207,562
1/13/2020,nm,547,74
1/13/2020,sd,186,29
1/13/2020,ut,1489,250
1/13/2020,va,2559,487
1/13/2020,wa,2449,533
1/13/2020,wy,229,33
1/14/2020,ar,375,80
1/14/2020,ca,19283,3860
1/14/2020,de,200,48
1/14/2020,id,386,72
1/14/2020,ks,489,96
1/14/2020,md,2113,473
1/14/2020,mn,1519,316
1/14/2020,mt,283,55
1/14/2020,ne,500,97
1/14/2020,nh,325,71
1/14/2020,nj,3096,601
1/14/2020,nm,493,119
1/14/2020,nv,1565,339
1/14/2020,oh,2119,396
1/14/2020,pa,2735,538
1/14/2020,sc,840,209
1/14/2020,tn,1391,276
1/14/2020,wa,2410,540
1/14/2020,wy,204,41
1/15/2020,?,1,1
1/15/2020,ak,164,21
1/15/2020,ca,20031,3842
1/15/2020,dc,634,155
1/15/2020,ks,534,101
1/15/2020,ma,2159,418
1/15/2020,mn,1606,361
1/15/2020,ny,5661,1149
1/15/2020,oh,2198,408
1/15/2020,ok,607,114
1/15/2020,tx,10008,1889
1/15/2020,wy,201,40
1/16/2020,ar,424,92
1/16/2020,ca,20957,4279
1/16/2020,fl,8393,1473
1/16/2020,il,4582,960
1/16/2020,in,1137,212
1/16/2020,ks,569,118
1/16/2020,ky,649,108
1/16/2020,me,265,40
1/16/2020,nd,219,74
1/16/2020,ne,503,99
1/16/2020,nm,520,108
1/16/2020,or,1522,295
1/16/2020,sc,946,167
1/16/2020,ut,1530,233
1/16/2020,wv,236,35
1/17/2020,?,2,0
1/17/2020,ca,20998,3843
1/17/2020,ia,700,200
1/17/2020,id,435,82
1/17/2020,ma,2235,379
1/17/2020,md,2186,424
1/17/2020,nd,206,103
1/17/2020,ne,536,98
1/17/2020,sc,982,151
1/17/2020,sd,170,59
1/17/2020,vt,249,42
1/17/2020,wa,2555,498
1/18/2020,ia,581,105
1/18/2020,id,331,63
1/18/2020,ms,293,51
1/18/2020,nd,166,54
1/18/2020,ne,452,63
1/18/2020,nh,293,42
1/18/2020,ok,524,87
1/18/2020,or,1252,171
1/18/2020,va,1869,312
1/18/2020,wi,1163,180
1/18/2020,wy,185,35
1/19/2020,dc,628,83
1/19/2020,ga,3438,421
1/19/2020,ia,589,86
1/19/2020,in,865,134
1/19/2020,me,206,33
1/19/2020,mn,1309,215
1/19/2020,nd,129,24
1/19/2020,nm,391,48
1/19/2020,tx,8006,1034
1/19/2020,wv,145,21
1/20/2020,ar,356,54
1/20/2020,dc,688,124
1/20/2020,id,464,80
1/20/2020,nc,2350,371
1/20/2020,nd,193,27
1/20/2020,nv,1601,263
1/20/2020,ny,4841,943
1/20/2020,tx,9923,1476
1/20/2020,va,2184,376
1/20/2020,wy,190,24
1/21/2020,az,2608,546
1/21/2020,co,2555,588
1/21/2020,ct,812,173
1/21/2020,dc,894,181
1/21/2020,in,1132,224
1/21/2020,la,859,172
1/21/2020,ma,2108,445
1/21/2020,me,241,52
1/21/2020,ms,408,108
1/21/2020,nc,2446,617
1/21/2020,ne,454,99
1/21/2020,nh,321,54
1/21/2020,nj,3006,657
1/21/2020,ny,5642,1150
1/21/2020,ok,629,110
1/21/2020,or,1526,297
1/22/2020,?,2,0
1/22/2020,ar,388,72
1/22/2020,ca,19498,3543
1/22/2020,ga,4091,640
1/22/2020,in,1054,196
1/22/2020,la,879,170
1/22/2020,ma,1984,381
1/22/2020,nc,2422,416
1/22/2020,nm,493,76
1/22/2020,nv,1762,270
1/22/2020,ny,5613,1052
1/22/2020,oh,2127,379
1/22/2020,ok,604,95
1/22/2020,or,1330,254
1/22/2020,sd,179,22
1/22/2020,wa,2470,426
1/23/2020,?,4,0
1/23/2020,ar,437,89
1/23/2020,az,2476,468
1/23/2020,ca,19590,3942
1/23/2020,ct,806,165
1/23/2020,ga,4190,814
1/23/2020,id,432,76
1/23/2020,in,1126,203
1/23/2020,mi,2150,496
1/23/2020,mn,1668,304
1/23/2020,mt,247,35
1/23/2020,nj,3263,591
1/23/2020,ok,614,113
1/23/2020,pa,2816,512
1/23/2020,sd,183,31
1/24/2020,?,2,0
1/24/2020,ar,383,62
1/24/2020,ga,4412,611
1/24/2020,id,449,74
1/24/2020,il,4643,774
1/24/2020,in,1133,180
1/24/2020,ky,573,124
1/24/2020,md,2173,377
1/24/2020,me,225,36
1/24/2020,mt,275,33
1/24/2020,nd,181,33
1/24/2020,nj,3296,581
1/24/2020,nm,479,94
1/24/2020,ok,639,98
1/24/2020,wi,1358,226
1/24/2020,wv,177,32
1/24/2020,wy,270,31
1/25/2020,al,636,135
1/25/2020,dc,581,109
1/25/2020,hi,336,88
1/25/2020,id,340,53
1/25/2020,mo,1168,210
1/25/2020,mt,203,22
1/25/2020,nd,165,23
1/25/2020,nh,297,47
1/25/2020,or,1072,174
1/25/2020,ri,270,38
1/25/2020,sc,663,146
1/25/2020,tx,9780,1424
1/26/2020,ca,14808,2420
1/26/2020,de,167,22
1/26/2020,ia,632,101
1/26/2020,ky,455,66
1/26/2020,la,692,104
1/26/2020,mi,1831,307
1/26/2020,ms,313,54
1/26/2020,ok,502,58
1/26/2020,pa,2448,383
1/26/2020,va,1706,264
1/26/2020,wa,2761,398
1/27/2020,ca,18220,3326
1/27/2020,dc,777,162
1/27/2020,hi,374,105
1/27/2020,il,4707,900
1/27/2020,mo,1343,287
1/27/2020,oh,2147,388
1/27/2020,ok,638,109
1/27/2020,sd,183,25
1/27/2020,tn,1470,268
1/27/2020,ut,1378,224
1/27/2020,wy,199,54
1/28/2020,al,734,154
1/28/2020,ct,800,172
1/28/2020,fl,7391,1320
1/28/2020,il,4636,870
1/28/2020,la,925,183
1/28/2020,md,1924,416
1/28/2020,mn,1638,273
1/28/2020,mo,1308,269
1/28/2020,ms,365,81
1/28/2020,mt,245,32
1/28/2020,ok,639,111
1/28/2020,sc,813,177
1/28/2020,wa,3026,525
1/28/2020,wi,1307,245
1/28/2020,wy,265,32
1/29/2020,?,8,2
1/29/2020,ak,172,31
1/29/2020,dc,738,167
1/29/2020,de,185,37
1/29/2020,fl,7352,1425
1/29/2020,mi,2290,417
1/29/2020,mn,1614,317
1/29/2020,nh,351,77
1/29/2020,ok,617,87
1/29/2020,tx,10429,1775
1/29/2020,wy,231,33
1/30/2020,az,2486,507
1/30/2020,ia,701,164
1/30/2020,ks,521,118
1/30/2020,ma,2074,412
1/30/2020,me,274,46
1/30/2020,mi,2239,541
1/30/2020,mn,1666,321
1/30/2020,mo,1397,302
1/30/2020,ms,340,88
1/30/2020,nj,3045,572
1/30/2020,nv,1308,275
1/30/2020,oh,2366,452
1/30/2020,ok,612,112
1/30/2020,or,1347,252
1/30/2020,sc,806,194
1/30/2020,ut,1271,219
1/30/2020,wa,3089,558
1/30/2020,wi,1252,265
1/30/2020,wy,258,34
1/31/2020,ar,448,98
1/31/2020,ct,824,165
1/31/2020,ia,739,119
1/31/2020,il,4710,929
1/31/2020,in,1228,249
1/31/2020,la,980,161
1/31/2020,ma,2055,410
1/31/2020,ms,373,113
1/31/2020,mt,239,49
1/31/2020,nh,287,56
1/31/2020,wa,2950,565
1/31/2020,wy,237,33
2/1/2020,ar,313,51
2/1/2020,de,151,24
2/1/2020,id,338,67
2/1/2020,il,4354,703
2/1/2020,ks,394,63
2/1/2020,mn,1402,211
2/1/2020,ms,330,72
2/1/2020,nh,244,51
2/1/2020,nj,2961,541
2/1/2020,nv,1754,243
2/1/2020,ny,4717,943
2/1/2020,tx,9340,1374
2/1/2020,wa,2634,436
2/2/2020,ar,218,54
2/2/2020,ct,630,126
2/2/2020,de,125,21
2/2/2020,ky,375,69
2/2/2020,md,1610,331
2/2/2020,me,213,35
2/2/2020,mi,1651,316
2/2/2020,mn,1295,214
2/2/2020,mt,193,27
2/2/2020,ne,363,62
2/2/2020,nj,2693,421
2/2/2020,nm,356,61
2/2/2020,or,1865,301
2/2/2020,vt,186,25
2/2/2020,wi,1152,156
2/3/2020,ak,149,24
2/3/2020,az,2223,454
2/3/2020,ma,1961,407
2/3/2020,md,1667,393
2/3/2020,nm,468,82
2/3/2020,oh,2139,441
2/3/2020,pa,2439,474
2/3/2020,ri,235,70
2/3/2020,tn,1338,261
2/4/2020,ak,159,32
2/4/2020,de,199,36
2/4/2020,ks,631,124
2/4/2020,ky,637,136
2/4/2020,ma,2186,457
2/4/2020,mi,2287,482
2/4/2020,nd,192,48
2/4/2020,ne,562,118
2/4/2020,oh,2443,537
2/4/2020,sc,840,174
2/4/2020,ut,1455,281
2/4/2020,vt,282,34
2/5/2020,ar,382,71
2/5/2020,ca,19645,4593
2/5/2020,ct,767,159
2/5/2020,ga,4155,873
2/5/2020,hi,391,96
2/5/2020,id,472,93
2/5/2020,md,2052,407
2/5/2020,nc,2295,469
2/5/2020,ne,531,100
2/5/2020,nj,3335,618
2/5/2020,nm,524,118
2/5/2020,nv,1540,310
2/5/2020,tx,11199,2288
2/5/2020,ut,1464,289
2/5/2020,wa,2951,611
2/5/2020,wv,159,35
2/6/2020,ar,447,123
2/6/2020,ca,20338,4192
2/6/2020,ct,839,190
2/6/2020,de,250,46
2/6/2020,il,5106,1052
2/6/2020,in,1187,270
2/6/2020,ks,534,102
2/6/2020,la,1094,258
2/6/2020,ne,541,95
2/6/2020,nh,335,60
2/6/2020,nv,1684,357
2/6/2020,ok,703,185
2/6/2020,pa,3078,631
2/6/2020,ri,293,59
2/6/2020,sc,952,225
2/6/2020,wi,1375,262
2/7/2020,ak,164,21
2/7/2020,de,205,45
2/7/2020,id,532,80
2/7/2020,la,915,176
2/7/2020,ma,2315,414
2/7/2020,md,2311,485
2/7/2020,mo,1579,279
2/7/2020,ms,433,89
2/7/2020,nc,2763,455
2/7/2020,nd,245,40
2/7/2020,nh,360,60
2/7/2020,nj,3685,640
2/7/2020,ny,6503,1346
2/7/2020,pa,3185,526
2/7/2020,sd,204,29
2/7/2020,ut,1502,253
2/7/2020,wv,182,30
2/8/2020,ak,146,19
2/8/2020,co,2416,393
2/8/2020,dc,698,117
2/8/2020,de,168,30
2/8/2020,il,4360,701
2/8/2020,in,1167,162
2/8/2020,ky,541,87
2/8/2020,mo,1412,213
2/8/2020,nh,309,44
2/8/2020,nm,467,73
2/8/2020,va,2294,335
2/8/2020,wa,2483,434
2/9/2020,?,1,0
2/9/2020,dc,581,95
2/9/2020,fl,7003,1066
2/9/2020,il,4317,679
2/9/2020,md,1922,364
2/9/2020,mi,2245,380
2/9/2020,mt,233,46
2/9/2020,nd,173,22
2/9/2020,oh,2055,366
2/9/2020,pa,2715,445
2/9/2020,sc,694,154
2/9/2020,ut,1182,223
2/9/2020,vt,189,26
2/9/2020,wi,1346,239
2/10/2020,?,2,0
2/10/2020,co,2889,497
2/10/2020,dc,941,172
2/10/2020,ky,685,146
2/10/2020,la,1020,216
2/10/2020,ma,2441,463
2/10/2020,ms,471,138
2/10/2020,ne,559,91
2/10/2020,nh,344,65
2/10/2020,nj,3405,681
2/10/2020,oh,2522,540
2/10/2020,ri,267,66
2/10/2020,tn,2741,392
2/10/2020,ut,1708,308
2/10/2020,wa,2748,555
2/10/2020,wy,275,48
2/11/2020,al,1004,206
2/11/2020,id,471,88
2/11/2020,in,1483,287
2/11/2020,nc,2816,574
2/11/2020,nj,3607,783
2/11/2020,nm,552,145
2/11/2020,nv,1780,368
2/11/2020,or,1618,313
2/11/2020,tn,2804,467
2/11/2020,wa,2946,654
2/12/2020,?,2,0
2/12/2020,de,171,43
2/12/2020,pa,3207,616
2/12/2020,tn,2761,432
2/12/2020,tx,11348,2302
2/13/2020,?,1,1
2/13/2020,ak,169,34
2/13/2020,co,2951,611
2/13/2020,in,1358,315
2/13/2020,ma,2393,535
2/13/2020,ms,463,111
2/13/2020,nh,369,70
2/13/2020,ny,6815,1563
2/13/2020,ok,719,143
2/13/2020,va,2780,593
2/13/2020,vt,250,42
2/13/2020,wa,2967,636
2/13/2020,wy,285,57
2/14/2020,az,2597,507
2/14/2020,ca,19874,3768
2/14/2020,ia,747,142
2/14/2020,il,5018,855
2/14/2020,in,1332,234
2/14/2020,ms,398,95
2/14/2020,ny,6134,1212
2/14/2020,or,1430,244
2/14/2020,sc,939,194
2/14/2020,tn,2845,377
2/14/2020,vt,170,29
2/14/2020,wv,193,34
2/15/2020,ak,135,27
2/15/2020,ar,346,74
2/15/2020,ca,18344,3052
2/15/2020,ct,779,124
2/15/2020,ia,698,95
2/15/2020,in,1010,160
2/15/2020,mi,2337,398
2/15/2020,ms,361,93
2/15/2020,nm,431,79
2/15/2020,ny,5743,1086
2/15/2020,ri,318,40
2/15/2020,sc,890,157
2/15/2020,wa,2661,474
2/15/2020,wv,169,28
2/16/2020,ct,754,118
2/16/2020,mn,1591,262
2/16/2020,mo,1414,205
2/16/2020,mt,245,43
2/16/2020,nm,390,59
2/16/2020,or,1416,201
2/16/2020,ri,236,47
2/16/2020,sc,786,126
2/16/2020,tx,9833,1374
2/16/2020,wa,2619,459
2/17/2020,co,2830,482
2/17/2020,fl,8640,1454
2/17/2020,in,1304,243
2/17/2020,mn,1745,330
2/17/2020,nj,3361,642
2/17/2020,nm,486,100
2/17/2020,or,1548,243
2/17/2020,sc,1010,192
2/17/2020,tn,2713,348
2/17/2020,va,2589,482
2/18/2020,de,210,42
2/18/2020,ga,3123,925
2/18/2020,ia,806,128
2/18/2020,il,5038,1221
2/18/2020,mo,1705,377
2/18/2020,mt,310,68
2/18/2020,nc,2587,604
2/18/2020,nh,373,58
2/18/2020,ny,6241,1301
2/18/2020,or,1597,291
2/18/2020,ri,319,60
2/18/2020,tx,11716,2651
2/18/2020,ut,1474,280
2/19/2020,?,2,1
2/19/2020,dc,718,144
2/19/2020,fl,8905,1599
2/19/2020,ga,3070,695
2/19/2020,in,1279,274
2/19/2020,ks,598,102
2/19/2020,ky,706,135
2/19/2020,la,946,213
2/19/2020,md,2117,433
2/19/2020,mi,2625,478
2/19/2020,mn,1788,344
2/19/2020,mo,1796,327
2/19/2020,nc,2697,475
2/19/2020,nm,526,85
2/19/2020,ny,6213,1202
2/19/2020,ok,854,112
2/19/2020,tx,11682,2111
2/20/2020,ak,170,40
2/20/2020,az,2716,533
2/20/2020,fl,8657,1595
2/20/2020,ia,742,118
2/20/2020,id,563,102
2/20/2020,mi,2468,436
2/20/2020,ms,441,144
2/20/2020,nv,2217,364
2/20/2020,ny,6135,1271
2/20/2020,tx,11921,2549
2/20/2020,vt,178,36
2/20/2020,wv,223,46
2/20/2020,wy,253,34
2/21/2020,dc,930,178
2/21/2020,id,580,117
2/21/2020,nc,2933,501
2/21/2020,ri,261,51
2/21/2020,sc,1020,209
2/21/2020,sd,176,35
2/21/2020,tx,12314,2058
2/21/2020,ut,1592,254
2/21/2020,wv,214,40
2/22/2020,ak,140,25
2/22/2020,al,693,134
2/22/2020,ca,17050,2878
2/22/2020,ga,5722,630
2/22/2020,in,1278,176
2/22/2020,md,1951,360
2/22/2020,mn,1785,241
2/22/2020,nh,316,59
2/22/2020,ok,676,100
2/22/2020,ri,195,39
2/22/2020,ut,1390,205
2/22/2020,va,2417,330
2/22/2020,wv,177,25
2/23/2020,ak,154,26
2/23/2020,al,648,102
2/23/2020,co,2476,415
2/23/2020,ct,805,144
2/23/2020,ks,477,89
2/23/2020,ma,1728,359
2/23/2020,md,1630,366
2/23/2020,nc,2267,359
2/23/2020,or,1090,247
2/23/2020,tx,8946,1576
2/23/2020,va,2101,364
2/24/2020,co,2837,502
2/24/2020,fl,8581,1639
2/24/2020,ga,5773,886
2/24/2020,la,876,163
2/24/2020,md,1917,431
2/24/2020,mo,2508,347
2/24/2020,nj,3238,679
2/24/2020,ri,234,50
2/24/2020,wa,2969,604
2/25/2020,ak,174,44
2/25/2020,ar,498,109
2/25/2020,ca,19345,4975
2/25/2020,co,2741,580
2/25/2020,hi,387,141
2/25/2020,in,1460,276
2/25/2020,ks,620,109
2/25/2020,ky,649,111
2/25/2020,md,1932,473
2/25/2020,nc,2890,560
2/25/2020,nd,234,51
2/25/2020,nh,312,76
2/25/2020,nj,3267,764
2/25/2020,nv,1474,402
2/25/2020,tx,11071,2586
2/25/2020,vt,162,44
2/25/2020,wy,231,46
2/26/2020,al,884,177
2/26/2020,dc,1014,189
2/26/2020,hi,326,182
2/26/2020,id,484,119
2/26/2020,ks,697,155
2/26/2020,la,993,213
2/26/2020,me,278,73
2/26/2020,mt,336,51
2/26/2020,ut,1567,315
2/26/2020,va,3287,600
2/27/2020,ak,192,45
2/27/2020,al,869,206
2/27/2020,ct,883,236
2/27/2020,de,206,52
2/27/2020,ga,6106,1062
2/27/2020,il,5116,1075
2/27/2020,in,1538,373
2/27/2020,ks,582,92
2/27/2020,la,1063,257
2/27/2020,ma,2172,474
2/27/2020,md,2021,470
2/27/2020,mn,1964,439
2/27/2020,ne,620,130
2/27/2020,ny,5998,1539
2/27/2020,sc,883,220
2/27/2020,wy,288,52
2/28/2020,?,2,1
2/28/2020,al,931,169
2/28/2020,ct,894,186
2/28/2020,id,508,89
2/28/2020,il,5140,956
2/28/2020,mn,2009,379
2/28/2020,nd,264,29
2/28/2020,or,1371,368
2/28/2020,sc,891,165
2/28/2020,ut,1467,288
2/28/2020,vt,158,38
2/28/2020,wv,216,29
2/28/2020,wy,277,52
2/29/2020,ar,340,58
2/29/2020,co,2578,500
2/29/2020,dc,864,147
2/29/2020,fl,7178,1391
2/29/2020,ky,833,115
2/29/2020,la,781,159
2/29/2020,ma,1815,407
2/29/2020,md,1984,354
2/29/2020,mi,2029,444
2/29/2020,mn,1665,265
2/29/2020,mo,1572,252
2/29/2020,nd,166,28
2/29/2020,nh,277,47
2/29/2020,nv,1438,323
2/29/2020,oh,2422,454
3/1/2020,ak,133,30
3/1/2020,co,2391,418
3/1/2020,de,190,32
3/1/2020,ia,658,116
3/1/2020,il,3991,830
3/1/2020,me,213,44
3/1/2020,mo,1404,288
3/1/2020,nc,2293,456
3/1/2020,ne,509,80
3/1/2020,nm,449,81
3/1/2020,or,1102,263
3/1/2020,ri,134,53
3/1/2020,sc,677,150
3/1/2020,tn,1388,282
3/1/2020,vt,129,24
3/1/2020,wi,1151,225
3/1/2020,wv,177,41
3/1/2020,wy,208,52
3/2/2020,al,827,226
3/2/2020,ca,17789,5102
3/2/2020,il,4792,1265
3/2/2020,ma,1947,559
3/2/2020,md,1845,524
3/2/2020,mt,300,82
3/2/2020,ne,599,116
3/2/2020,nm,569,115
3/2/2020,ok,831,165
3/2/2020,pa,3048,744
3/2/2020,ut,1469,393
3/2/2020,wa,2774,799
3/2/2020,wv,166,50
3/2/2020,wy,306,59
3/3/2020,?,4,0
3/3/2020,az,2641,780
3/3/2020,ca,17556,5578
3/3/2020,dc,1073,254
3/3/2020,fl,7381,2245
3/3/2020,ma,1815,622
3/3/2020,md,1979,587
3/3/2020,nc,2578,664
3/3/2020,nd,228,46
3/3/2020,nm,630,148
3/3/2020,oh,2511,682
3/3/2020,or,1279,451
3/3/2020,sc,809,248
3/3/2020,ut,1377,411
3/4/2020,al,822,230
3/4/2020,ca,17927,5596
3/4/2020,co,2818,714
3/4/2020,dc,978,281
3/4/2020,la,1027,260
3/4/2020,me,243,77
3/4/2020,mn,1729,486
3/4/2020,ms,594,153
3/4/2020,mt,297,70
3/4/2020,nm,628,183
3/4/2020,pa,2964,871
3/4/2020,sc,800,222
3/4/2020,tx,11817,3164
3/4/2020,va,2535,767
3/4/2020,wa,2731,935
3/4/2020,wv,203,72
3/4/2020,wy,265,59
3/5/2020,?,1,0
3/5/2020,ak,169,52
3/5/2020,ct,806,286
3/5/2020,dc,977,281
3/5/2020,de,202,59
3/5/2020,il,4721,1355
3/5/2020,in,1154,350
3/5/2020,ks,655,155
3/5/2020,ma,1809,688
3/5/2020,mt,272,51
3/5/2020,ne,570,148
3/5/2020,oh,2452,649
3/5/2020,or,1463,419
3/5/2020,wy,251,60
3/6/2020,?,2,1
3/6/2020,ar,486,136
3/6/2020,de,207,79
3/6/2020,hi,351,170
3/6/2020,id,510,131
3/6/2020,il,4899,1244
3/6/2020,ky,809,219
3/6/2020,la,988,225
3/6/2020,mn,1677,466
3/6/2020,ms,579,165
3/6/2020,nh,315,98
